Member_number,Recency,Frequency,Monetary,R,F,M,RFM_Segment
3774,13,12,144.70000000000002,4,3,4,434
3775,64,15,86.0,3,4,3,343
3776,165,17,214.9,2,4,4,244
3777,672,2,7.9,1,1,1,111
3778,27,12,89.9,4,3,3,433
3779,50,15,161.05,4,4,4,444
3780,674,2,3.7,1,1,1,111
3781,98,7,55.300000000000004,3,2,2,322
3782,330,18,135.34,1,4,4,144
3783,191,23,147.99999999999997,2,4,4,244
3784,199,9,63.50000000000001,2,2,2,222
3785,501,9,115.19999999999999,1,2,3,123
3786,233,13,119.9,2,4,4,244
3787,97,9,53.949999999999996,3,2,2,322
3788,317,2,25.799999999999997,1,1,1,111
3789,79,11,97.92,3,3,3,333
3790,63,13,104.1,3,4,3,343
3791,280,4,31.2,2,1,1,211
3792,518,4,35.1,1,1,1,111
3793,145,18,107.42000000000002,2,4,3,243
3794,34,11,122.39999999999999,4,3,4,434
3795,347,8,44.3,1,2,2,122
3796,207,2,9.0,2,1,1,211
3797,105,15,94.8,3,4,3,343
3798,117,6,67.36,3,2,2,322
3799,415,6,91.80000000000001,1,2,3,123
3800,325,6,35.800000000000004,1,2,1,121
3801,68,9,45.400000000000006,3,2,2,322
3802,76,4,64.4,3,1,2,312
3803,7,19,142.05,4,4,4,444
3804,192,9,116.32000000000001,2,2,4,224
3805,468,6,31.099999999999998,1,2,1,121
3806,124,7,86.60000000000001,3,2,3,323
3807,65,6,49.49999999999999,3,2,2,322
3808,134,10,75.99999999999999,3,3,3,333
3809,281,9,139.9,1,2,4,124
3810,237,6,53.400000000000006,2,2,2,222
3811,189,21,79.59999999999998,2,4,3,243
3812,47,20,150.65,4,4,4,444
3813,346,5,54.099999999999994,1,1,2,112
3814,162,13,121.64,2,4,4,244
3815,106,9,52.599999999999994,3,2,2,322
3816,12,9,57.699999999999996,4,2,2,422
3817,366,14,112.0,1,4,3,143
3818,13,15,120.19999999999999,4,4,4,444
3819,185,10,138.79999999999998,2,3,4,234
3820,522,6,32.5,1,2,1,121
3821,361,17,171.1,1,4,4,144
3822,96,19,221.47000000000003,3,4,4,344
3823,385,2,7.9,1,1,1,111
3824,321,2,5.4,1,1,1,111
3825,702,2,29.14,1,1,1,111
3826,612,2,27.240000000000002,1,1,1,111
3827,57,17,169.73,4,4,4,444
3828,198,9,49.400000000000006,2,2,2,222
3829,150,9,140.6,2,2,4,224
3830,73,23,214.04999999999998,3,4,4,344
3831,77,12,75.55,3,3,3,333
3832,166,15,170.96,2,4,4,244
3834,591,5,17.759999999999998,1,1,1,111
3835,105,21,120.05,3,4,4,344
3836,24,6,24.700000000000003,4,2,1,421
3837,232,5,63.599999999999994,2,1,2,212
3838,16,6,59.1,4,2,2,422
3839,473,9,75.0,1,2,3,123
3840,155,10,57.22,2,3,2,232
3841,164,17,136.38000000000002,2,4,4,244
3842,77,9,96.59999999999998,3,2,3,323
3843,74,9,131.8,3,2,4,324
3844,104,16,136.6,3,4,4,344
3845,102,2,17.4,3,1,1,311
3846,336,12,99.97,1,3,3,133
3847,27,11,158.1,4,3,4,434
3848,42,14,87.12,4,4,3,443
3849,380,12,89.01,1,3,3,133
3850,118,8,81.5,3,2,3,323
3851,234,8,59.9,2,2,2,222
3852,273,7,30.1,2,2,1,221
3853,179,6,75.7,2,2,3,223
3854,286,8,39.220000000000006,1,2,1,121
3855,28,18,193.49999999999997,4,4,4,444
3856,272,13,154.6,2,4,4,244
3857,56,14,87.4,4,4,3,443
3858,278,2,4.0,2,1,1,211
3859,91,4,58.300000000000004,3,1,2,312
3860,239,7,51.27,2,2,2,222
3861,176,9,57.85,2,2,2,222
3862,42,21,168.54999999999998,4,4,4,444
3863,200,14,122.92,2,4,4,244
3864,18,15,110.5,4,4,3,443
3866,176,10,75.69999999999999,2,3,3,233
3867,114,8,78.88,3,2,3,323
3868,133,5,82.35,3,1,3,313
3869,151,8,62.4,2,2,2,222
3870,284,6,28.2,1,2,1,121
3871,152,7,34.1,2,2,1,221
3872,37,30,301.3299999999999,4,4,4,444
3874,529,2,7.800000000000001,1,1,1,111
3876,88,6,33.5,3,2,1,321
3877,104,16,187.4,3,4,4,344
3878,155,16,133.0,2,4,4,244
3879,27,18,220.45000000000005,4,4,4,444
3881,267,14,139.54999999999998,2,4,4,244
3882,72,12,94.85,3,3,3,333
3883,86,4,19.5,3,1,1,311
3884,267,5,69.80000000000001,2,1,2,212
3885,76,5,32.400000000000006,3,1,1,311
3886,42,10,50.00000000000001,4,3,2,432
3887,462,3,18.44,1,1,1,111
3888,17,4,38.42,4,1,1,411
3889,372,5,13.8,1,1,1,111
3890,65,9,31.1,3,2,1,321
3891,38,13,119.49000000000001,4,4,4,444
3892,163,5,46.0,2,1,2,212
3893,259,11,56.34,2,3,2,232
3894,17,12,92.89999999999999,4,3,3,433
3895,564,10,63.45,1,3,2,132
3896,111,11,55.599999999999994,3,3,2,332
3897,129,13,52.5,3,4,2,342
3898,131,9,156.0,3,2,4,324
3899,6,16,80.19999999999997,4,4,3,443
3900,10,14,122.64000000000001,4,4,4,444
3901,395,4,34.7,1,1,1,111
3902,31,7,80.39999999999999,4,2,3,423
3903,85,19,125.4,3,4,4,344
3904,233,8,137.0,2,2,4,224
3905,194,16,74.58999999999999,2,4,2,242
3906,197,4,21.6,2,1,1,211
3907,66,9,90.10000000000001,3,2,3,323
3908,173,4,32.3,2,1,1,211
3909,324,16,180.86,1,4,4,144
3910,12,14,125.14,4,4,4,444
3911,129,16,122.03999999999999,3,4,4,344
3912,358,7,60.6,1,2,2,122
3913,284,12,90.42,1,3,3,133
3914,356,6,33.82,1,2,1,121
3915,91,31,192.63000000000002,3,4,4,344
3916,87,6,49.5,3,2,2,322
3917,108,13,102.13999999999999,3,4,3,343
3918,191,13,232.92000000000002,2,4,4,244
3919,84,10,99.2,3,3,3,333
3920,234,11,170.90000000000003,2,3,4,234
3921,419,8,60.4,1,2,2,122
3922,124,18,201.75,3,4,4,344
3923,337,8,48.74,1,2,2,122
3924,62,14,85.39999999999999,3,4,3,343
3925,280,8,63.72,1,2,2,122
3926,132,18,159.42,3,4,4,344
3927,21,9,61.50000000000001,4,2,2,422
3928,95,10,72.12,3,3,2,332
3929,54,9,37.74,4,2,1,421
3930,171,8,76.0,2,2,3,223
3931,297,13,118.1,1,4,4,144
3932,602,2,12.1,1,1,1,111
3933,393,4,19.62,1,1,1,111
3934,243,11,63.36000000000001,2,3,2,232
3935,181,8,86.20000000000002,2,2,3,223
3936,511,4,57.14999999999999,1,1,2,112
3937,41,10,101.10000000000001,4,3,3,433
3938,152,16,189.62,2,4,4,244
3939,323,5,48.89,1,1,2,112
3940,296,4,48.199999999999996,1,1,2,112
3941,415,3,52.34,1,1,2,112
3942,50,23,134.60999999999999,4,4,4,444
3943,636,2,12.3,1,1,1,111
3944,361,3,9.4,1,1,1,111
3945,87,6,31.400000000000002,3,2,1,321
3946,41,13,201.70000000000002,4,4,4,444
3947,200,10,119.0,2,3,4,234
3948,198,15,147.02,2,4,4,244
3949,273,2,2.1,2,1,1,211
3950,25,15,200.0,4,4,4,444
3952,61,9,62.160000000000004,3,2,2,322
3953,231,9,66.3,2,2,2,222
3954,323,7,126.5,1,2,4,124
3955,37,6,35.4,4,2,1,421
3956,376,16,154.44000000000003,1,4,4,144
3957,229,24,248.10999999999996,2,4,4,244
3958,56,6,21.599999999999998,4,2,1,421
3959,86,14,162.5,3,4,4,344
3960,70,23,211.89999999999998,3,4,4,344
3961,6,10,61.900000000000006,4,3,2,432
3962,101,14,119.65,3,4,4,344
3963,104,14,134.25,3,4,4,344
3964,659,5,32.7,1,1,1,111
3965,365,8,45.15,1,2,2,122
3966,212,11,45.52,2,3,2,232
3967,37,16,119.99000000000001,4,4,4,444
3968,48,5,16.4,4,1,1,411
3969,300,5,51.8,1,1,2,112
3970,423,2,17.200000000000003,1,1,1,111
3971,0,15,171.03000000000003,4,4,4,444
3972,205,14,95.0,2,4,3,243
3973,119,16,205.9,3,4,4,344
3974,194,6,35.7,2,2,1,221
3975,306,4,55.8,1,1,2,112
3976,101,13,99.88,3,4,3,343
3977,258,6,42.39999999999999,2,2,1,221
3978,160,5,65.9,2,1,2,212
3979,105,4,50.99999999999999,3,1,2,312
3980,105,11,48.300000000000004,3,3,2,332
3981,5,4,13.7,4,1,1,411
3982,92,15,82.79,3,4,3,343
3983,112,11,191.10000000000002,3,3,4,334
3984,330,6,63.4,1,2,2,122
3985,68,15,69.6,3,4,2,342
3986,42,12,69.6,4,3,2,432
3987,133,11,61.050000000000004,3,3,2,332
3989,438,6,48.1,1,2,2,122
3990,593,2,3.7,1,1,1,111
3991,545,2,20.16,1,1,1,111
3992,410,4,31.749999999999996,1,1,1,111
3993,315,3,13.899999999999999,1,1,1,111
3994,393,2,15.700000000000001,1,1,1,111
3995,187,4,13.0,2,1,1,211
3996,121,6,93.4,3,2,3,323
3997,79,10,106.9,3,3,3,333
3998,16,17,110.8,4,4,3,443
3999,44,13,75.2,4,4,3,443
4001,192,8,41.7,2,2,1,221
4002,118,14,151.55,3,4,4,344
4003,7,9,69.03999999999999,4,2,2,422
4004,234,10,76.8,2,3,3,233
4005,596,4,24.5,1,1,1,111
4006,12,12,132.80999999999997,4,3,4,434
4007,7,12,87.5,4,3,3,433
4008,225,9,92.62,2,2,3,223
4009,169,11,57.599999999999994,2,3,2,232
4010,1,6,19.400000000000002,4,2,1,421
4011,489,2,11.0,1,1,1,111
4012,228,14,100.6,2,4,3,243
4013,287,9,70.38000000000001,1,2,2,122
4014,45,8,38.660000000000004,4,2,1,421
4015,278,17,108.03999999999996,2,4,3,243
4016,253,6,60.4,2,2,2,222
4017,56,8,47.300000000000004,4,2,2,422
4018,43,17,152.10000000000002,4,4,4,444
4019,124,17,119.89999999999999,3,4,4,344
4020,263,5,39.400000000000006,2,1,1,211
4021,425,6,41.800000000000004,1,2,1,121
4022,152,8,85.99999999999999,2,2,3,223
4023,343,2,3.4000000000000004,1,1,1,111
4024,75,14,142.9,3,4,4,344
4025,56,12,73.82,4,3,2,432
4027,184,4,25.8,2,1,1,211
4028,175,10,156.5,2,3,4,234
4029,429,2,3.2,1,1,1,111
4030,8,20,145.05,4,4,4,444
4031,73,7,23.000000000000004,3,2,1,321
4032,142,4,16.6,2,1,1,211
4033,207,6,33.7,2,2,1,221
4034,47,6,44.7,4,2,2,422
4035,149,13,63.6,2,4,2,242
4036,218,12,94.35,2,3,3,233
4037,1,10,76.89999999999999,4,3,3,433
4038,54,14,91.6,4,4,3,443
4039,3,12,88.2,4,3,3,433
4040,271,11,87.30000000000001,2,3,3,233
4041,75,11,73.9,3,3,2,332
4042,13,16,102.35,4,4,3,443
4043,343,2,12.6,1,1,1,111
4044,29,10,148.39999999999998,4,3,4,434
4045,8,11,149.9,4,3,4,434
4046,366,9,42.419999999999995,1,2,1,121
4047,299,4,32.44,1,1,1,111
4048,236,9,44.75000000000001,2,2,2,222
4049,151,12,174.89999999999998,2,3,4,234
4050,177,9,93.49999999999999,2,2,3,223
4051,336,6,37.099999999999994,1,2,1,121
4052,253,5,24.820000000000004,2,1,1,211
4053,283,6,59.50000000000001,1,2,2,122
4054,238,5,91.2,2,1,3,213
4055,645,3,47.4,1,1,2,112
4056,71,16,134.45,3,4,4,344
4058,0,7,78.99000000000001,4,2,3,423
4059,237,9,92.69999999999999,2,3,3,233
4060,19,7,101.9,4,2,3,423
4061,235,6,66.80000000000001,2,2,2,222
4062,398,2,4.6,1,1,1,111
4063,48,9,37.800000000000004,4,3,1,431
4064,104,6,83.9,3,2,3,323
4065,176,13,58.040000000000006,2,4,2,242
4066,393,8,75.90000000000002,1,2,3,123
4067,75,6,80.4,3,2,3,323
4068,19,12,97.30000000000001,4,3,3,433
4069,241,11,45.7,2,3,2,232
4070,156,6,43.1,2,2,1,221
4071,76,9,115.26,3,3,3,333
4072,138,2,9.4,3,1,1,311
4073,58,14,124.20000000000003,3,4,4,344
4074,111,9,70.2,3,3,2,332
4075,359,8,65.99999999999999,1,2,2,122
4076,222,12,84.6,2,3,3,233
4077,148,14,110.70000000000002,2,4,3,243
4078,46,16,253.12,4,4,4,444
4079,101,6,37.0,3,2,1,321
4080,180,8,54.900000000000006,2,2,2,222
4081,71,6,31.439999999999998,3,2,1,321
4082,243,11,135.7,2,3,4,234
4083,502,2,40.9,1,1,1,111
4084,57,11,89.79999999999998,4,3,3,433
4085,92,10,50.1,3,3,2,332
4086,410,13,176.95000000000002,1,4,4,144
4087,126,5,35.300000000000004,3,1,1,311
4088,98,10,69.23,3,3,2,332
4089,87,6,56.650000000000006,3,2,2,322
4090,307,6,44.12,1,2,2,122
4091,2,14,118.94999999999999,4,4,4,444
4092,91,10,137.5,3,3,4,334
4093,478,4,22.3,1,1,1,111
4094,275,10,48.1,2,3,2,232
4095,1,6,128.9,4,2,4,424
4096,184,10,173.0,2,3,4,234
4097,32,14,77.8,4,4,3,443
4098,327,11,90.1,1,3,3,133
4099,337,5,8.5,1,1,1,111
4100,252,8,65.35,2,2,2,222
4101,244,8,98.3,2,2,3,223
4102,57,19,289.40000000000003,4,4,4,444
4103,157,9,68.5,2,3,2,232
4104,30,16,132.35,4,4,4,444
4105,27,10,96.49999999999999,4,3,3,433
4106,127,13,89.8,3,4,3,343
4107,45,12,126.64999999999998,4,3,4,434
4108,94,14,135.35000000000002,3,4,4,344
4109,87,13,87.95000000000002,3,4,3,343
4110,32,16,124.95000000000002,4,4,4,444
4112,247,18,170.0,2,4,4,244
4113,139,12,86.2,3,3,3,333
4114,145,10,72.1,2,3,2,232
4115,222,11,52.22,2,3,2,232
4116,243,8,60.0,2,2,2,222
4117,20,15,124.63999999999999,4,4,4,444
4118,6,2,19.4,4,1,1,411
4119,235,9,91.8,2,3,3,233
4120,19,11,108.60000000000001,4,3,3,433
4121,59,15,76.52,3,4,3,343
4122,68,9,70.25,3,3,2,332
4123,16,4,24.0,4,1,1,411
4124,112,17,130.05,3,4,4,344
4125,199,11,57.60000000000001,2,3,2,232
4126,419,7,82.4,1,2,3,123
4127,48,11,89.35,4,3,3,433
4129,53,17,129.64000000000001,4,4,4,444
4130,54,16,180.2,4,4,4,444
4131,276,11,136.8,2,3,4,234
4132,393,9,56.160000000000004,1,3,2,132
4133,156,13,79.80000000000001,2,4,3,243
4134,32,14,104.95000000000002,4,4,3,443
4135,598,4,19.4,1,1,1,111
4136,141,6,28.599999999999998,2,2,1,221
4137,4,26,254.04000000000002,4,4,4,444
4138,81,12,133.39000000000001,3,3,4,334
4139,34,6,36.9,4,2,1,421
4140,678,6,50.2,1,2,2,122
4141,48,3,25.1,4,1,1,411
4142,43,2,4.9,4,1,1,411
4143,663,4,24.700000000000003,1,1,1,111
4144,54,8,78.8,4,2,3,423
4145,263,6,31.840000000000003,2,2,1,221
4146,324,15,85.9,1,4,3,143
4147,105,12,119.10000000000001,3,3,4,334
4148,265,12,83.04999999999998,2,3,3,233
4149,285,9,52.8,1,3,2,132
4150,126,12,113.69999999999997,3,3,3,333
4151,58,2,7.2,3,1,1,311
4152,195,16,115.0,2,4,3,243
4153,156,22,163.0,2,4,4,244
4154,181,8,80.0,2,2,3,223
4155,97,17,157.5,3,4,4,344
4156,149,13,131.64000000000001,2,4,4,244
4157,360,6,61.699999999999996,1,2,2,122
4158,4,4,16.85,4,1,1,411
4159,2,6,66.19999999999999,4,2,2,422
4160,140,13,126.92,3,4,4,344
4161,97,5,57.599999999999994,3,1,2,312
4162,8,14,114.0,4,4,3,443
4163,214,15,130.50000000000003,2,4,4,244
4164,461,10,127.05000000000003,1,3,4,134
4165,134,20,163.15,3,4,4,344
4166,54,14,58.260000000000005,4,4,2,442
4167,115,6,38.75,3,2,1,321
4168,392,4,39.7,1,1,1,111
4169,36,15,128.2,4,4,4,444
4170,172,15,119.64999999999998,2,4,4,244
4171,210,8,47.9,2,2,2,222
4172,83,9,50.15,3,3,2,332
4173,233,4,56.2,2,1,2,212
4174,438,4,37.5,1,1,1,111
4175,335,7,101.80000000000001,1,2,3,123
4176,239,7,37.66,2,2,1,221
4177,198,10,70.3,2,3,2,232
4178,47,20,113.14999999999998,4,4,3,443
4179,284,9,121.09999999999998,1,3,4,134
4180,49,13,92.11000000000001,4,4,3,443
4181,479,3,20.0,1,1,1,111
4182,131,14,126.1,3,4,4,344
4183,349,17,70.39000000000001,1,4,2,142
4184,15,8,22.5,4,2,1,421
4185,348,6,47.0,1,2,2,122
4186,66,3,25.299999999999997,3,1,1,311
4187,63,21,189.73000000000002,3,4,4,344
4188,497,2,6.720000000000001,1,1,1,111
4189,110,6,27.1,3,2,1,321
4190,3,21,120.49,4,4,4,444
4191,57,13,122.79999999999998,4,4,4,444
4192,14,15,68.7,4,4,2,442
4193,122,8,62.540000000000006,3,2,2,322
4194,233,14,127.20000000000002,2,4,4,244
4195,90,10,74.75999999999999,3,3,2,332
4196,53,10,39.9,4,3,1,431
4197,57,17,183.10000000000002,4,4,4,444
4198,287,5,57.900000000000006,1,1,2,112
4199,1,11,76.94,4,3,3,433
4200,555,3,53.760000000000005,1,1,2,112
4201,77,12,101.64999999999999,3,3,3,333
4202,28,13,138.40000000000003,4,4,4,444
4204,75,10,89.83999999999999,3,3,3,333
4205,311,4,51.5,1,1,2,112
4206,384,15,90.95000000000002,1,4,3,143
4207,124,15,105.55,3,4,3,343
4208,695,2,18.0,1,1,1,111
4209,519,4,35.8,1,1,1,111
4210,145,4,50.44,2,1,2,212
4211,470,12,130.0,1,3,4,134
4212,243,11,79.75000000000001,2,3,3,233
4213,129,8,111.9,3,2,3,323
4214,84,13,94.60000000000001,3,4,3,343
4215,183,18,150.7,2,4,4,244
4216,246,11,48.89999999999999,2,3,2,232
4217,12,25,104.25,4,4,3,443
4218,88,12,191.35,3,3,4,334
4219,75,8,57.5,3,2,2,322
4220,39,16,165.49999999999997,4,4,4,444
4221,306,8,83.96,1,2,3,123
4222,3,13,135.99,4,4,4,444
4223,84,17,124.19999999999999,3,4,4,344
4224,24,12,109.6,4,3,3,433
4225,236,6,24.4,2,2,1,221
4226,24,9,89.45,4,3,3,433
4227,132,7,106.10000000000001,3,2,3,323
4228,256,13,83.36000000000001,2,4,3,243
4229,132,8,48.8,3,2,2,322
4230,55,9,97.6,4,3,3,433
4231,353,5,68.9,1,1,2,112
4232,11,12,94.45,4,3,3,433
4233,197,11,83.3,2,3,3,233
4234,150,20,237.4,2,4,4,244
4235,11,19,211.8400000000001,4,4,4,444
4236,35,14,193.40000000000003,4,4,4,444
4237,589,2,24.700000000000003,1,1,1,111
4238,18,8,65.5,4,2,2,422
4239,322,4,101.80000000000001,1,1,3,113
4240,26,15,76.17,4,4,3,443
4241,454,6,27.1,1,2,1,121
4242,21,7,27.760000000000005,4,2,1,421
4243,130,16,213.34,3,4,4,344
4244,60,10,62.7,3,3,2,332
4245,209,9,54.599999999999994,2,3,2,232
4246,29,8,71.3,4,2,2,422
4247,727,2,5.6000000000000005,1,1,1,111
4248,447,2,11.7,1,1,1,111
4249,26,11,87.28,4,3,3,433
4250,431,4,39.75999999999999,1,1,1,111
4251,9,22,167.39,4,4,4,444
4252,264,9,131.16,2,3,4,234
4254,138,6,58.42,3,2,2,322
4255,119,11,99.36,3,3,3,333
4256,590,6,59.2,1,2,2,122
4257,131,13,191.75,3,4,4,344
4258,19,13,130.70000000000002,4,4,4,444
4259,189,12,46.370000000000005,2,3,2,232
4260,44,12,64.2,4,3,2,432
4261,317,12,157.25,1,3,4,134
4262,75,17,137.10000000000002,3,4,4,344
4264,233,9,60.900000000000006,2,3,2,232
4265,18,10,49.900000000000006,4,3,2,432
4266,152,19,130.5,2,4,4,244
4267,81,14,143.7,3,4,4,344
4268,249,12,75.75,2,3,3,233
4269,273,10,99.69999999999999,2,3,3,233
4270,325,6,44.72,1,2,2,122
4271,376,5,52.040000000000006,1,1,2,112
4272,207,27,243.99999999999997,2,4,4,244
4273,199,8,49.099999999999994,2,2,2,222
4274,91,12,103.60000000000001,3,3,3,333
4275,110,15,144.6,3,4,4,344
4277,24,23,129.66000000000003,4,4,4,444
4278,545,4,43.8,1,1,1,111
4279,702,2,16.9,1,1,1,111
4280,24,15,241.59999999999997,4,4,4,444
4281,73,13,108.95999999999998,3,4,3,343
4282,190,4,41.2,2,1,1,211
4283,558,7,91.89999999999999,1,2,3,123
4284,77,10,62.300000000000004,3,3,2,332
4285,1,8,60.65,4,2,2,422
4286,109,13,79.8,3,4,3,343
4287,146,6,39.50000000000001,2,2,1,221
4288,47,12,131.0,4,3,4,434
4289,83,9,115.3,3,3,4,334
4290,482,7,42.85000000000001,1,2,1,121
4291,21,16,89.35999999999999,4,4,3,443
4292,25,20,189.7,4,4,4,444
4293,91,22,265.7,3,4,4,344
4294,27,14,66.6,4,4,2,442
4295,65,11,98.69999999999999,3,3,3,333
4296,126,10,86.39999999999999,3,3,3,333
4297,64,23,145.52,3,4,4,344
4298,158,9,51.849999999999994,2,3,2,232
4299,138,15,135.69,3,4,4,344
4300,270,8,42.6,2,2,1,221
4301,10,15,138.26000000000005,4,4,4,444
4302,55,20,254.7,4,4,4,444
4303,5,25,245.36,4,4,4,444
4304,319,8,50.36,1,2,2,122
4305,159,15,117.65999999999998,2,4,4,244
4306,2,12,81.15,4,3,3,433
4307,543,2,21.96,1,1,1,111
4308,25,19,92.11999999999999,4,4,3,443
4309,106,4,11.7,3,1,1,311
4310,306,7,68.7,1,2,2,122
4311,389,5,39.8,1,1,1,111
4312,16,17,151.06,4,4,4,444
4313,155,10,97.42,2,3,3,233
4314,242,17,76.9,2,4,3,243
4315,248,7,25.200000000000003,2,2,1,221
4316,353,20,186.46,1,4,4,144
4317,643,4,37.1,1,1,1,111
4318,489,6,39.95,1,2,1,121
4319,52,14,77.55999999999999,4,4,3,443
4320,19,15,79.80000000000001,4,4,3,443
4321,64,18,159.6,3,4,4,344
4322,27,11,77.7,4,3,3,433
4323,13,12,111.69999999999999,4,3,3,433
4324,359,14,161.20000000000002,1,4,4,144
4325,77,9,142.7,3,3,4,334
4326,54,12,111.36,4,3,3,433
4327,248,5,32.760000000000005,2,1,1,211
4328,123,12,236.00000000000006,3,3,4,334
4329,433,7,43.75,1,2,1,121
4330,191,18,188.89999999999998,2,4,4,244
4331,111,6,50.0,3,2,2,322
4332,36,4,30.25,4,1,1,411
4333,182,2,22.8,2,1,1,211
4334,50,15,78.05,4,4,3,443
4335,25,17,135.32000000000002,4,4,4,444
4336,81,15,122.5,3,4,4,344
4337,65,9,129.34,3,3,4,334
4338,80,28,239.75000000000003,3,4,4,344
4339,405,6,43.76,1,2,1,121
4340,5,13,128.5,4,4,4,444
4341,430,7,53.230000000000004,1,2,2,122
4342,287,10,49.3,1,3,2,132
4343,9,7,55.78,4,2,2,422
4344,238,9,87.8,2,3,3,233
4345,336,6,93.05999999999999,1,2,3,123
4347,298,4,22.5,1,1,1,111
4348,263,12,64.99999999999999,2,3,2,232
4349,291,8,51.10000000000001,1,2,2,122
4351,131,13,184.40000000000003,3,4,4,344
4352,1,13,114.75,4,4,3,443
4353,128,17,176.20000000000002,3,4,4,344
4354,348,4,34.7,1,1,1,111
4355,39,9,50.0,4,3,2,432
4356,29,9,134.5,4,3,4,434
4357,81,9,72.8,3,3,2,332
4358,54,6,107.3,4,2,3,423
4359,97,9,60.85000000000001,3,3,2,332
4360,310,6,66.25,1,2,2,122
4361,116,8,46.25000000000001,3,2,2,322
4362,172,15,123.55,2,4,4,244
4363,182,6,76.9,2,2,3,223
4364,6,22,157.04999999999998,4,4,4,444
4365,313,4,10.1,1,1,1,111
4366,139,2,5.700000000000001,3,1,1,311
4367,45,12,81.30999999999999,4,3,3,433
4368,79,8,36.400000000000006,3,2,1,321
4369,127,10,58.3,3,3,2,332
4370,572,8,64.35000000000001,1,2,2,122
4371,192,9,75.45,2,3,3,233
4372,153,16,76.64999999999999,2,4,3,243
4373,140,7,104.6,3,2,3,323
4374,467,4,47.699999999999996,1,1,2,112
4375,86,12,82.6,3,3,3,333
4376,38,26,160.32,4,4,4,444
4377,310,11,58.50000000000001,1,3,2,132
4378,240,4,14.5,2,1,1,211
4379,90,4,17.6,3,1,1,311
4380,57,11,175.90000000000003,4,3,4,434
4381,91,6,64.3,3,2,2,322
4382,47,4,85.8,4,1,3,413
4383,393,4,23.7,1,1,1,111
4384,99,14,99.6,3,4,3,343
4385,43,5,53.38,4,1,2,412
4386,113,2,4.5,3,1,1,311
4387,105,17,115.19999999999999,3,4,3,343
4388,285,14,146.24999999999997,1,4,4,144
4389,13,17,231.44000000000003,4,4,4,444
4390,344,5,63.400000000000006,1,1,2,112
4391,279,14,143.84000000000003,2,4,4,244
4392,32,13,88.82000000000001,4,4,3,443
4393,36,5,51.4,4,1,2,412
4394,412,9,79.90000000000002,1,3,3,133
4395,188,8,98.49999999999999,2,2,3,223
4396,201,4,82.22,2,1,3,213
4397,186,11,43.84,2,3,2,232
4398,51,10,81.9,4,3,3,433
4400,19,6,33.019999999999996,4,2,1,421
4401,447,9,40.2,1,3,1,131
4402,447,5,97.9,1,1,3,113
4403,101,12,67.04999999999998,3,3,2,332
4404,446,7,63.6,1,2,2,122
4405,161,10,72.69999999999999,2,3,2,232
4406,217,17,91.42000000000002,2,4,3,243
4407,314,6,41.85,1,2,1,121
4408,254,9,45.92,2,3,2,232
4409,349,7,27.340000000000003,1,2,1,121
4410,79,11,61.55,3,3,2,332
4411,161,6,76.8,2,2,3,223
4412,10,13,171.56,4,4,4,444
4413,80,7,49.5,3,2,2,322
4414,341,7,69.25999999999999,1,2,2,122
4415,337,8,44.2,1,2,2,122
4416,7,16,72.3,4,4,2,442
4417,226,15,217.2,2,4,4,244
4418,87,8,134.60000000000002,3,2,4,324
4419,7,2,4.6,4,1,1,411
4420,308,6,54.2,1,2,2,122
4422,437,6,53.32,1,2,2,122
4423,673,2,11.4,1,1,1,111
4424,75,8,143.64999999999998,3,2,4,324
4425,74,2,23.699999999999996,3,1,1,311
4426,207,15,114.49999999999999,2,4,3,243
4427,333,12,128.70000000000002,1,3,4,134
4428,129,6,39.7,3,2,1,321
4429,162,3,23.5,2,1,1,211
4430,28,14,170.70000000000002,4,4,4,444
4431,44,14,72.8,4,4,2,442
4432,96,10,73.1,3,3,2,332
4433,219,17,165.2,2,4,4,244
4434,100,15,235.11,3,4,4,344
4435,389,8,15.7,1,2,1,121
4436,7,2,24.1,4,1,1,411
4437,31,23,285.59999999999997,4,4,4,444
4439,131,8,54.30000000000001,3,2,2,322
4440,29,12,118.19999999999997,4,3,4,434
4441,51,16,133.3,4,4,4,444
4442,32,14,143.7,4,4,4,444
4443,415,7,56.5,1,2,2,122
4444,85,15,110.8,3,4,3,343
4445,29,15,141.20000000000002,4,4,4,444
4447,243,2,6.8,2,1,1,211
4448,358,12,121.70000000000002,1,3,4,134
4449,275,10,78.0,2,3,3,233
4450,153,7,60.800000000000004,2,2,2,222
4451,402,2,18.9,1,1,1,111
4452,37,4,44.6,4,1,2,412
4453,129,18,158.60000000000002,3,4,4,344
4454,7,3,14.1,4,1,1,411
4455,4,16,105.66000000000001,4,4,3,443
4456,144,17,91.55,2,4,3,243
4457,118,10,63.80000000000001,3,3,2,332
4458,649,6,38.199999999999996,1,2,1,121
4459,12,12,76.1,4,3,3,433
4460,171,8,49.150000000000006,2,2,2,222
4461,320,9,81.0,1,3,3,133
4462,206,12,46.9,2,3,2,232
4463,57,10,111.30000000000001,4,3,3,433
4464,70,17,89.6,3,4,3,343
4465,366,4,51.6,1,1,2,112
4466,118,10,57.6,3,3,2,332
4467,38,11,95.39999999999999,4,3,3,433
4468,198,17,156.1,2,4,4,244
4469,73,7,111.2,3,2,3,323
4470,7,14,117.0,4,4,4,444
4471,305,9,81.0,1,3,3,133
4472,445,2,9.0,1,1,1,111
